"","analysis","feature","index","rt","mz","intensity","area","rtmin","rtmax","mzmin","mzmax","adduct","mass","filled","filtered","filter","sn"
"459","01_ww_is_pos_blank-r001","mz436.787_rt1147_f459",459,1147.114,436.78688862,7961.23974609375,90230.5942404722,1135.343,1158.331,436.78583954,436.78900926,"[M+H]+",435.779612615895,FALSE,FALSE,NA,38
"460","01_ww_is_pos_blank-r001","mz444.799_rt1147_f460",460,1147.114,444.79870597,13705.35546875,146491.0979436,1135.343,1156.539,444.7981081,444.79952042,"[M+H]+",443.791429967475,FALSE,FALSE,NA,55
"461","01_ww_is_pos_blank-r001","mz324.216_rt1148_f461",461,1148.474,324.21616928,12321.4521484375,94283.7582864575,1143.496,1153.192,324.21567815,324.21665321,"[M+H]+",323.208893284783,FALSE,FALSE,NA,38
"462","01_ww_is_pos_blank-r001","mz395.255_rt1148_f462",462,1148.474,395.2549433,6988.44970703125,36435.6023155759,1144.934,1153.192,395.25459018,395.25582467,"[M+H]+",394.247667302159,FALSE,FALSE,NA,6987
"463","01_ww_is_pos_blank-r001","mz434.81_rt1148_f463",463,1148.474,434.81045069,2173.31372070312,20669.1910008285,1137.603,1157.414,434.80652414,434.81270138,"[M+H]+",433.803174693905,FALSE,FALSE,NA,23
"464","01_ww_is_pos_blank-r001","mz447.281_rt1148_f464",464,1148.474,447.28088861,15443.1220703125,107485.42230173,1143.496,1157.414,447.27854618,447.28254177,"[M+H]+",446.273612614235,FALSE,FALSE,NA,31
"465","01_ww_is_pos_blank-r001","mz447.781_rt1148_f465",465,1148.474,447.78081122,7381.5498046875,30590.9000611222,1144.934,1151.955,447.77864372,447.78250739,"[M+H]+",446.773535222489,FALSE,FALSE,NA,25
"466","01_ww_is_pos_blank-r001","mz448.352_rt1148_f466",466,1148.474,448.35244403,3159.13232421875,18658.9822882428,1143.496,1156.539,448.34909432,448.35468753,"[M+H]+",447.34516802677,FALSE,FALSE,NA,70
"467","01_ww_is_pos_blank-r001","mz411.794_rt1149_f467",467,1149.174,411.7943082,7734.6787109375,94114.2180560115,1137.603,1159.329,411.79085904,411.7967029,"[M+H]+",410.787032198561,FALSE,FALSE,NA,48
"468","01_ww_is_pos_blank-r001","mz212.181_rt1150_f468",468,1149.874,212.18102215,11128.1953125,78839.8132765915,1143.496,1156.539,212.18019579,212.18149739,"[M+H]+",211.17374614538,FALSE,FALSE,NA,11127
"469","01_ww_is_pos_blank-r001","mz213.188_rt1150_f469",469,1149.874,213.18822856,1227887.125,7707813.94429686,1143.496,1154.266,213.18784127,213.18855444,"[M+H]+",212.180952558182,FALSE,FALSE,NA,2988
"470","01_ww_is_pos_blank-r001","mz214.191_rt1150_f470",470,1149.874,214.19115674,147242.578125,915265.371350102,1142.509,1154.266,214.19077417,214.191662,"[M+H]+",213.183880736061,FALSE,FALSE,NA,2066
"471","01_ww_is_pos_blank-r001","mz215.193_rt1150_f471",471,1149.874,215.19338479,9898.41796875,62970.9423139702,1143.496,1155.45,215.19299452,215.19414577,"[M+H]+",214.18610879377,FALSE,FALSE,NA,78
"472","01_ww_is_pos_blank-r001","mz235.17_rt1150_f472",472,1149.874,235.16990597,148983.203125,949660.753275151,1142.509,1154.266,235.16968937,235.17010465,"[M+H]+",234.162629973072,FALSE,FALSE,NA,417
"473","01_ww_is_pos_blank-r001","mz236.173_rt1150_f473",473,1149.874,236.17262644,17006.9375,125839.039365386,1142.509,1155.45,236.17225755,236.17300367,"[M+H]+",235.165350441553,FALSE,FALSE,NA,133
"474","01_ww_is_pos_blank-r001","mz414.272_rt1150_f474",474,1149.874,414.27219254,16795.34765625,199762.505230297,1137.603,1159.329,414.2714116,414.27278638,"[M+H]+",413.264916544641,FALSE,FALSE,NA,38
"475","01_ww_is_pos_blank-r001","mz414.774_rt1150_f475",475,1149.874,414.77390742,9001.8271484375,78628.4681010861,1139.971,1155.45,414.77278488,414.77519481,"[M+H]+",413.766631418283,FALSE,FALSE,NA,42
"476","01_ww_is_pos_blank-r001","mz422.785_rt1150_f476",476,1149.874,422.7851224,6873.56298828125,78521.7057431128,1138.821,1159.329,422.78377987,422.78649184,"[M+H]+",421.777846396842,FALSE,FALSE,NA,28
"477","01_ww_is_pos_blank-r001","mz447.349_rt1150_f477",477,1149.874,447.34927881,12481.658203125,67533.277243286,1143.496,1154.266,447.3480657,447.35069646,"[M+H]+",446.34200280997,FALSE,FALSE,NA,257
"478","01_ww_is_pos_blank-r001","mz425.27_rt1150_f478",478,1150.19,425.27041092,13221.390625,103095.816657516,1145.994,1158.331,425.26715584,425.27334797,"[M+H]+",424.263134922911,FALSE,FALSE,NA,13220
"479","01_ww_is_pos_blank-r001","mz304.189_rt1151_f479",479,1151.039,304.1890609,15709.2177734375,130700.0177582,1143.496,1159.329,304.18808703,304.18983785,"[M+H]+",303.181784899327,FALSE,FALSE,NA,60
"480","01_ww_is_pos_blank-r001","mz425.768_rt1151_f480",480,1151.039,425.7680083,6039.5224609375,40453.1616674622,1147.114,1156.539,425.76510791,425.77167279,"[M+H]+",424.760732302463,FALSE,FALSE,NA,58
"481","01_ww_is_pos_blank-r001","mz445.242_rt1151_f481",481,1151.039,445.2416451,6004.6611328125,59503.6123901512,1142.509,1157.414,445.24093284,445.2425308,"[M+H]+",444.234369098113,FALSE,FALSE,NA,36
"482","01_ww_is_pos_blank-r001","mz282.207_rt1152_f482",482,1151.955,282.20718517,7878.9189453125,57768.0350848381,1143.496,1158.331,282.2063336,282.20779929,"[M+H]+",281.199909169553,FALSE,FALSE,NA,27
"483","01_ww_is_pos_blank-r001","mz392.258_rt1152_f483",483,1151.955,392.25816691,12121.62890625,107563.883432307,1143.496,1157.414,392.25777129,392.25885007,"[M+H]+",391.250890909226,FALSE,FALSE,NA,40
"484","01_ww_is_pos_blank-r001","mz392.761_rt1152_f484",484,1151.955,392.76069864,4908.115234375,32427.6916190718,1149.874,1159.329,392.76021484,392.76114873,"[M+H]+",391.753422644121,FALSE,FALSE,NA,26
"485","01_ww_is_pos_blank-r001","mz264.196_rt1153_f485",485,1153.192,264.19618672,11946.3203125,97731.7499493568,1145.994,1158.331,264.19574466,264.1966498,"[M+H]+",263.188910715341,FALSE,FALSE,NA,27
"486","01_ww_is_pos_blank-r001","mz332.221_rt1153_f486",486,1153.192,332.22053388,21001.8359375,163516.704615447,1148.474,1159.329,332.22038956,332.22072345,"[M+H]+",331.213257881511,FALSE,FALSE,NA,56
"487","01_ww_is_pos_blank-r001","mz370.252_rt1153_f487",487,1153.192,370.25187816,3538.06982421875,20319.3731468647,1149.874,1157.414,370.25100056,370.25274251,"[M+H]+",369.24460215504,FALSE,FALSE,NA,13
"488","01_ww_is_pos_blank-r001","mz395.253_rt1154_f488",488,1154.266,395.25294834,1623.62902832031,6785.22582971178,1153.192,1158.331,395.25175832,395.25451145,"[M+H]+",394.245672339214,FALSE,FALSE,NA,1554
"489","01_ww_is_pos_blank-r001","mz403.254_rt1154_f489",489,1154.266,403.25417294,10466.73828125,58088.7409040706,1151.039,1159.329,403.25208605,403.2556945,"[M+H]+",402.246896939244,FALSE,FALSE,NA,88
"490","01_ww_is_pos_blank-r001","mz403.754_rt1154_f490",490,1154.266,403.75430884,4734.755859375,19728.9496748665,1151.955,1158.331,403.75276965,403.75601442,"[M+H]+",402.74703283609,FALSE,FALSE,NA,40
"491","01_ww_is_pos_blank-r001","mz227.126_rt1157_f491",491,1157.414,227.12606741,16317.1142578125,92108.0081433721,1151.955,1162.538,227.12532059,227.12665755,"[M+H]+",226.118791408601,FALSE,FALSE,NA,190
"492","01_ww_is_pos_blank-r001","mz239.063_rt1157_f492",492,1157.414,239.0629335,121368.3671875,755198.669535492,1151.955,1162.538,239.06248974,239.06324831,"[M+H]+",238.055657501813,FALSE,FALSE,NA,1173
"493","01_ww_is_pos_blank-r001","mz240.065_rt1157_f493",493,1157.414,240.06549524,11755.4833984375,69563.8233714816,1151.955,1162.538,240.06491227,240.06614359,"[M+H]+",239.05821923607,FALSE,FALSE,NA,174
"494","01_ww_is_pos_blank-r001","mz241.06_rt1157_f494",494,1157.414,241.05983905,79694.875,479178.074423317,1151.955,1162.538,241.05928297,241.06017164,"[M+H]+",240.052563053534,FALSE,FALSE,NA,1593
"495","01_ww_is_pos_blank-r001","mz242.062_rt1157_f495",495,1157.414,242.06213428,8076.11083984375,43184.5413796486,1151.955,1161.487,242.06180676,242.06247603,"[M+H]+",241.054858275176,FALSE,FALSE,NA,105
"496","01_ww_is_pos_blank-r001","mz243.057_rt1157_f496",496,1157.414,243.05670142,12349.6796875,70975.491382154,1151.955,1162.538,243.0560509,243.05714754,"[M+H]+",242.049425423938,FALSE,FALSE,NA,131
"497","01_ww_is_pos_blank-r001","mz261.222_rt1157_f497",497,1157.414,261.22234142,16284.9501953125,129154.575523011,1153.192,1165.681,261.2220126,261.22276559,"[M+H]+",260.215065419851,FALSE,FALSE,NA,49
"498","01_ww_is_pos_blank-r001","mz352.247_rt1158_f498",498,1158.331,352.24739294,101613.234375,800138.706078506,1154.266,1164.733,352.24693318,352.24802538,"[M+H]+",351.240116943397,FALSE,FALSE,NA,26
"499","01_ww_is_pos_blank-r001","mz409.281_rt1158_f499",499,1158.331,409.28121492,60618.14453125,601803.376979604,1151.039,1165.681,409.28048065,409.28182865,"[M+H]+",408.273938915097,FALSE,FALSE,NA,192
"500","01_ww_is_pos_blank-r001","mz426.308_rt1158_f500",500,1158.331,426.30814813,69399.4296875,708046.027212596,1151.039,1165.681,426.30737734,426.30866819,"[M+H]+",425.300872128479,FALSE,FALSE,NA,69398
"501","01_ww_is_pos_blank-r001","mz427.311_rt1158_f501",501,1158.331,427.31055986,15596.072265625,148866.721891594,1151.955,1165.681,427.30974705,427.31141283,"[M+H]+",426.303283860388,FALSE,FALSE,NA,61
"502","01_ww_is_pos_blank-r001","mz431.264_rt1158_f502",502,1158.331,431.26362541,226902.703125,2243672.9573672,1151.039,1166.598,431.26314807,431.26399859,"[M+H]+",430.256349405751,FALSE,FALSE,NA,1371
"503","01_ww_is_pos_blank-r001","mz432.267_rt1158_f503",503,1158.331,432.26674389,46220.1171875,456866.742822615,1151.955,1166.598,432.26608884,432.26720235,"[M+H]+",431.259467888923,FALSE,FALSE,NA,82
"504","01_ww_is_pos_blank-r001","mz202.144_rt1159_f504",504,1159.329,202.14416482,7180.08544921875,49441.8044766621,1153.192,1164.733,202.14387248,202.14475183,"[M+H]+",201.136888821885,FALSE,FALSE,NA,16
"505","01_ww_is_pos_blank-r001","mz433.269_rt1159_f505",505,1159.329,433.26853523,7136.5478515625,80352.5843036266,1150.19,1167.729,433.26709556,433.2692479,"[M+H]+",432.261259227414,FALSE,FALSE,NA,42
"506","01_ww_is_pos_blank-r001","mz226.217_rt1161_f506",506,1161.487,226.21730957,4651.765625,31242.9785808471,1156.539,1166.598,226.21571419,226.2185283,"[M+H]+",225.210033572739,FALSE,FALSE,NA,16
"507","01_ww_is_pos_blank-r001","mz248.174_rt1163_f507",507,1162.538,248.17370379,3810.40014648438,23187.9384781826,1157.414,1168.946,248.17317666,248.17425817,"[M+H]+",247.166427792337,FALSE,FALSE,NA,18
"508","01_ww_is_pos_blank-r001","mz264.124_rt1163_f508",508,1162.538,264.1236796,3796.00170898438,21586.3011886762,1157.414,1168.946,264.12258406,264.12561448,"[M+H]+",263.116403604376,FALSE,FALSE,NA,109
"509","01_ww_is_pos_blank-r001","mz295.244_rt1163_f509",509,1162.538,295.2439408,54940.07421875,441871.537087102,1151.955,1170.506,295.24302458,295.24748353,"[M+H]+",294.236664798404,FALSE,FALSE,NA,31
"510","01_ww_is_pos_blank-r001","mz312.255_rt1163_f510",510,1162.538,312.25463365,73886.21875,576229.379813335,1156.539,1171.686,312.25432133,312.25513357,"[M+H]+",311.247357650338,FALSE,FALSE,NA,63
"511","01_ww_is_pos_blank-r001","mz313.258_rt1163_f511",511,1162.538,313.25769392,13144.3427734375,106246.748317939,1155.45,1170.506,313.256195,313.25852937,"[M+H]+",312.250417919988,FALSE,FALSE,NA,19
"512","01_ww_is_pos_blank-r001","mz322.2_rt1163_f512",512,1162.538,322.20004282,44786.94140625,290083.890023321,1158.331,1168.946,322.19957346,322.20106245,"[M+H]+",321.192766817916,FALSE,FALSE,NA,42
"513","01_ww_is_pos_blank-r001","mz334.237_rt1163_f513",513,1162.538,334.23717989,229005.609375,1965754.79913736,1157.414,1171.686,334.23669342,334.23780488,"[M+H]+",333.229903888556,FALSE,FALSE,NA,335
"514","01_ww_is_pos_blank-r001","mz335.24_rt1163_f514",514,1162.538,335.23980707,41752.17578125,363084.445553392,1157.414,1171.686,335.23909887,335.24065237,"[M+H]+",334.23253107441,FALSE,FALSE,NA,52
"515","01_ww_is_pos_blank-r001","mz355.249_rt1163_f515",515,1162.538,355.24887004,3775.3984375,19090.6085815432,1159.329,1167.729,355.24792198,355.25033302,"[M+H]+",354.241594043468,FALSE,FALSE,NA,16
"516","01_ww_is_pos_blank-r001","mz247.171_rt1164_f516",516,1163.644,247.17098281,17416.94921875,123115.113799829,1158.331,1168.946,247.17047554,247.17174963,"[M+H]+",246.163706806674,FALSE,FALSE,NA,45
"517","01_ww_is_pos_blank-r001","mz264.197_rt1164_f517",517,1163.644,264.19673346,29369.541015625,225337.617864808,1158.331,1170.506,264.19608386,264.19751575,"[M+H]+",263.18945745741,FALSE,FALSE,NA,67
"518","01_ww_is_pos_blank-r001","mz282.207_rt1165_f518",518,1164.733,282.20721654,8260.513671875,55665.2335697087,1158.331,1170.506,282.20657109,282.20846621,"[M+H]+",281.199940543767,FALSE,FALSE,NA,29
"519","01_ww_is_pos_blank-r001","mz291.214_rt1165_f519",519,1164.733,291.2142033,4588.00634765625,21917.1118655737,1160.486,1167.729,291.21210552,291.21494748,"[M+H]+",290.206927301438,FALSE,FALSE,NA,4587
"520","01_ww_is_pos_blank-r001","mz268.227_rt1167_f520",520,1166.598,268.22742819,11246.71484375,83404.7985641769,1161.487,1173.563,268.2268689,268.22803181,"[M+H]+",267.220152189713,FALSE,FALSE,NA,24
"521","01_ww_is_pos_blank-r001","mz362.298_rt1168_f521",521,1167.729,362.29848232,2333.52368164062,15140.5920126111,1161.487,1171.686,362.29762134,362.29972696,"[M+H]+",361.291206317314,FALSE,FALSE,NA,29
"522","01_ww_is_pos_blank-r001","mz219.187_rt1169_f522",522,1168.946,219.18720195,10937.34375,54996.8187348632,1165.681,1174.672,219.18656574,219.18787728,"[M+H]+",218.179925947991,FALSE,FALSE,NA,10936
"523","01_ww_is_pos_blank-r001","mz308.222_rt1169_f523",523,1168.946,308.22203667,26462.6484375,302549.076670408,1162.538,1177.287,308.22163881,308.22274866,"[M+H]+",307.214760669309,FALSE,FALSE,NA,51
"524","01_ww_is_pos_blank-r001","mz207.138_rt1171_f524",524,1170.506,207.13784277,11926.619140625,85161.0149092891,1164.733,1176.274,207.13704277,207.13840695,"[M+H]+",206.130566767517,FALSE,FALSE,NA,14
"525","01_ww_is_pos_blank-r001","mz224.165_rt1171_f525",525,1170.506,224.16463287,10326,70286.9451617947,1164.733,1178.544,224.16448491,224.16476809,"[M+H]+",223.157356874458,FALSE,FALSE,NA,22
"526","01_ww_is_pos_blank-r001","mz318.205_rt1171_f526",526,1170.506,318.20452784,7302.15869140625,53910.2753628971,1163.644,1177.287,318.20353345,318.20498045,"[M+H]+",317.197251841196,FALSE,FALSE,NA,22
"527","01_ww_is_pos_blank-r001","mz200.164_rt1173_f527",527,1172.507,200.1642058,3795.90283203125,24366.0528943187,1165.681,1178.544,200.16316743,200.16558764,"[M+H]+",199.156929800925,FALSE,FALSE,NA,14
"528","01_ww_is_pos_blank-r001","mz321.168_rt1173_f528",528,1172.507,321.16785416,2987.99658203125,16594.7007010906,1167.729,1178.544,321.16721031,321.16877523,"[M+H]+",320.160578161844,FALSE,FALSE,NA,36
"529","01_ww_is_pos_blank-r001","mz207.033_rt1174_f529",529,1173.563,207.03261156,4225.8955078125,26216.624914636,1167.729,1179.476,207.03192958,207.03296851,"[M+H]+",206.025335555167,FALSE,FALSE,NA,50
"530","01_ww_is_pos_blank-r001","mz223.064_rt1174_f530",530,1173.563,223.06407322,27814.533203125,169726.137670153,1167.729,1179.476,223.06372264,223.06450795,"[M+H]+",222.056797218475,FALSE,FALSE,NA,142
"531","01_ww_is_pos_blank-r001","mz224.065_rt1174_f531",531,1173.563,224.06515756,5712.08740234375,35633.2820453314,1167.729,1179.476,224.06461605,224.06585769,"[M+H]+",223.057881560772,FALSE,FALSE,NA,80
"532","01_ww_is_pos_blank-r001","mz225.061_rt1174_f532",532,1173.563,225.06148515,4147.53271484375,21627.2446929936,1168.946,1179.476,225.06121421,225.06190198,"[M+H]+",224.054209146634,FALSE,FALSE,NA,128
"533","01_ww_is_pos_blank-r001","mz324.216_rt1175_f533",533,1174.672,324.21553397,8290.4189453125,73200.4201020555,1168.946,1180.521,324.21453988,324.21606834,"[M+H]+",323.208257973486,FALSE,FALSE,NA,25
"534","01_ww_is_pos_blank-r001","mz310.239_rt1176_f534",534,1176.274,310.23856514,46142.54296875,592891.168577256,1167.729,1186.709,310.23817386,310.23881568,"[M+H]+",309.231289138129,FALSE,FALSE,NA,37
"535","01_ww_is_pos_blank-r001","mz313.257_rt1177_f535",535,1177.287,313.25722595,10977.982421875,68911.0855039055,1172.507,1182.8,313.25648821,313.25790936,"[M+H]+",312.249949952584,FALSE,FALSE,NA,16
"536","01_ww_is_pos_blank-r001","mz335.24_rt1177_f536",536,1177.287,335.23989261,41423.9296875,314639.472715255,1171.686,1182.8,335.23955728,335.24061032,"[M+H]+",334.232616608756,FALSE,FALSE,NA,51
"537","01_ww_is_pos_blank-r001","mz362.299_rt1177_f537",537,1177.287,362.29944623,10972.09375,73255.2577789699,1171.686,1182.8,362.29835116,362.30036505,"[M+H]+",361.292170228932,FALSE,FALSE,NA,136
"538","01_ww_is_pos_blank-r001","mz362.8_rt1177_f538",538,1177.287,362.80044773,5232.81298828125,33332.2654499405,1171.686,1184.016,362.79799147,362.80199298,"[M+H]+",361.793171727421,FALSE,FALSE,NA,27
"539","01_ww_is_pos_blank-r001","mz294.244_rt1179_f539",539,1178.544,294.24413242,300419.34375,2691405.03471559,1168.946,1191.399,294.24295306,294.24495179,"[M+H]+",293.236856415211,FALSE,FALSE,NA,341
"540","01_ww_is_pos_blank-r001","mz295.246_rt1179_f540",540,1178.544,295.24565482,63313.0703125,429625.783083267,1172.507,1184.016,295.24520782,295.24651495,"[M+H]+",294.238378817503,FALSE,FALSE,NA,36
"541","01_ww_is_pos_blank-r001","mz312.254_rt1179_f541",541,1178.544,312.25421252,49798.27734375,372074.119213428,1171.686,1184.016,312.25378115,312.25511509,"[M+H]+",311.246936519886,FALSE,FALSE,NA,42
"542","01_ww_is_pos_blank-r001","mz334.237_rt1179_f542",542,1178.544,334.23707691,222863.53125,1816233.13457389,1171.686,1184.016,334.23651926,334.23767387,"[M+H]+",333.229800913845,FALSE,FALSE,NA,326
"543","01_ww_is_pos_blank-r001","mz278.219_rt1179_f543",543,1179.476,278.21890168,9363.0009765625,70284.8911283316,1164.733,1197.26,278.21788096,278.21981154,"[M+H]+",277.21162568343,FALSE,FALSE,NA,9362
"544","01_ww_is_pos_blank-r001","mz320.22_rt1182_f544",544,1181.893,320.2199326,8530.8935546875,71682.143122559,1176.274,1190.338,320.21925882,320.22091916,"[M+H]+",319.212656599894,FALSE,FALSE,NA,22
"545","01_ww_is_pos_blank-r001","mz332.221_rt1182_f545",545,1181.893,332.22104961,74668.1796875,673464.994216612,1174.672,1187.803,332.22014136,332.22177209,"[M+H]+",331.213773612346,FALSE,FALSE,NA,201
"546","01_ww_is_pos_blank-r001","mz333.224_rt1182_f546",546,1181.893,333.22388276,12827.4033203125,124613.628321732,1174.672,1187.803,333.22272315,333.22502764,"[M+H]+",332.216606759599,FALSE,FALSE,NA,30
"547","01_ww_is_pos_blank-r001","mz368.242_rt1182_f547",547,1181.893,368.24231078,94773.65625,689638.327580053,1176.274,1188.897,368.24143834,368.2429142,"[M+H]+",367.2350347773,FALSE,FALSE,NA,14
"548","01_ww_is_pos_blank-r001","mz384.22_rt1182_f548",548,1181.893,384.21972395,4353.09228515625,17475.3576676543,1178.544,1185.277,384.21840794,384.22197888,"[M+H]+",383.212447948694,FALSE,FALSE,NA,4352
"549","01_ww_is_pos_blank-r001","mz318.205_rt1183_f549",549,1182.8,318.2049452,12146.9462890625,84536.2361129143,1177.287,1188.897,318.20418664,318.20566343,"[M+H]+",317.197669199921,FALSE,FALSE,NA,37
"550","01_ww_is_pos_blank-r001","mz264.194_rt1184_f550",550,1184.016,264.19448373,17407.787109375,223140.723339843,1172.507,1195.355,264.19337702,264.19534679,"[M+H]+",263.187207732401,FALSE,FALSE,NA,39
"551","01_ww_is_pos_blank-r001","mz324.215_rt1185_f551",551,1185.277,324.21548164,7630.19921875,59659.1330541988,1180.521,1191.399,324.21461593,324.21653979,"[M+H]+",323.208205641659,FALSE,FALSE,NA,23
"552","01_ww_is_pos_blank-r001","mz314.27_rt1187_f552",552,1186.709,314.26990892,22963.431640625,176964.627450508,1180.521,1193.758,314.26892051,314.2707155,"[M+H]+",313.262632915285,FALSE,FALSE,NA,51
"553","01_ww_is_pos_blank-r001","mz432.798_rt1187_f553",553,1186.709,432.79773537,5727.61279296875,25755.8338129185,1180.521,1188.897,432.79474966,432.80193294,"[M+H]+",431.79045937251,FALSE,FALSE,NA,28
"554","01_ww_is_pos_blank-r001","mz308.223_rt1188_f554",554,1187.803,308.22286154,23765.490234375,188891.102418457,1181.893,1193.758,308.22219133,308.22335447,"[M+H]+",307.215585543964,FALSE,FALSE,NA,46
"555","01_ww_is_pos_blank-r001","mz375.307_rt1188_f555",555,1187.803,375.30709776,3872.703125,20858.1151437938,1182.8,1193.758,375.30450556,375.30899003,"[M+H]+",374.299821757426,FALSE,FALSE,NA,38
"556","01_ww_is_pos_blank-r001","mz415.267_rt1188_f556",556,1187.803,415.26707193,4132.7578125,45783.9850258068,1178.544,1199.518,415.26581325,415.2682482,"[M+H]+",414.259795926711,FALSE,FALSE,NA,27
"557","01_ww_is_pos_blank-r001","mz449.328_rt1188_f557",557,1187.803,449.32842387,6494.77880859375,46498.0241181521,1180.521,1190.338,449.32627108,449.32988278,"[M+H]+",448.321147871807,FALSE,FALSE,NA,32
"558","01_ww_is_pos_blank-r001","mz224.201_rt1189_f558",558,1188.897,224.20135327,7886.1455078125,50097.0825359754,1184.016,1197.26,224.20044457,224.20193908,"[M+H]+",223.194077272471,FALSE,FALSE,NA,20
"559","01_ww_is_pos_blank-r001","mz303.158_rt1189_f559",559,1188.897,303.15784472,4221.9794921875,25559.066135869,1184.016,1195.091,303.15691637,303.15983924,"[M+H]+",302.15056871587,FALSE,FALSE,NA,47
"560","01_ww_is_pos_blank-r001","mz440.816_rt1189_f560",560,1188.897,440.81561094,19276.4609375,194628.47558669,1180.521,1195.091,440.81463325,440.81600044,"[M+H]+",439.808334935702,FALSE,FALSE,NA,54
"561","01_ww_is_pos_blank-r001","mz441.317_rt1189_f561",561,1188.897,441.31664304,11127.19921875,102520.892302247,1181.893,1195.091,441.31507313,441.3187198,"[M+H]+",440.309367038013,FALSE,FALSE,NA,37
"562","01_ww_is_pos_blank-r001","mz449.83_rt1189_f562",562,1188.897,449.83047625,3649.126953125,34159.0691469725,1181.893,1198.453,449.82972725,449.8316329,"[M+H]+",448.823200247251,FALSE,FALSE,NA,27
"563","01_ww_is_pos_blank-r001","mz441.818_rt1190_f563",563,1190.338,441.81805915,3160.265625,35859.6130404512,1180.521,1202.547,441.8169325,441.8195359,"[M+H]+",440.810783153653,FALSE,FALSE,NA,27
"564","01_ww_is_pos_blank-r001","mz443.293_rt1190_f564",564,1190.338,443.29346754,25236.681640625,264215.508379354,1179.476,1200.617,443.29255871,443.29425161,"[M+H]+",442.286191537332,FALSE,FALSE,NA,115
"565","01_ww_is_pos_blank-r001","mz443.795_rt1190_f565",565,1190.338,443.79466803,12067.78515625,110938.16269214,1180.521,1195.355,443.7942972,443.79492537,"[M+H]+",442.787392025512,FALSE,FALSE,NA,41
"566","01_ww_is_pos_blank-r001","mz444.296_rt1190_f566",566,1190.338,444.29603541,3816.84448242188,30509.7844499272,1182.8,1193.758,444.29474415,444.29686507,"[M+H]+",443.288759411507,FALSE,FALSE,NA,19
"567","01_ww_is_pos_blank-r001","mz217.195_rt1191_f567",567,1191.399,217.19535109,6096.296875,44805.1731055305,1184.016,1198.453,217.19462738,217.19587814,"[M+H]+",216.188075086674,FALSE,FALSE,NA,20
"568","01_ww_is_pos_blank-r001","mz225.149_rt1191_f568",568,1191.399,225.14916473,7299.1513671875,42889.6376558569,1185.277,1197.26,225.14881506,225.14957214,"[M+H]+",224.14188872988,FALSE,FALSE,NA,27
"569","01_ww_is_pos_blank-r001","mz235.206_rt1191_f569",569,1191.399,235.20610131,13141.7568359375,71523.8402263733,1185.277,1197.26,235.20570481,235.20678404,"[M+H]+",234.198825305011,FALSE,FALSE,NA,46
"570","01_ww_is_pos_blank-r001","mz252.233_rt1191_f570",570,1191.399,252.23311129,47027.1171875,295151.75757079,1185.277,1197.26,252.23256645,252.23365365,"[M+H]+",251.225835290456,FALSE,FALSE,NA,157
"571","01_ww_is_pos_blank-r001","mz299.184_rt1191_f571",571,1191.399,299.18351479,9199.6943359375,58821.3185697872,1185.277,1196.299,299.18298577,299.18389826,"[M+H]+",298.176238788918,FALSE,FALSE,NA,95
"572","01_ww_is_pos_blank-r001","mz271.188_rt1193_f572",572,1192.673,271.18831895,7764.41845703125,65477.0790351559,1185.277,1198.453,271.18750869,271.18912168,"[M+H]+",270.1810429508,FALSE,FALSE,NA,39
"573","01_ww_is_pos_blank-r001","mz310.239_rt1193_f573",573,1192.673,310.23869764,42733.26953125,331693.988685192,1186.709,1196.299,310.23805065,310.23912552,"[M+H]+",309.231421637021,FALSE,FALSE,NA,34
"574","01_ww_is_pos_blank-r001","mz323.207_rt1193_f574",574,1193.263,323.20732846,2998.34252929688,25803.730166678,1184.016,1200.617,323.20496752,323.20966484,"[M+H]+",322.200052456533,FALSE,FALSE,NA,2997
"575","01_ww_is_pos_blank-r001","mz410.777_rt1194_f575",575,1193.758,410.77712674,4697.40087890625,20299.7008776856,1190.338,1196.299,410.77489767,410.7797819,"[M+H]+",409.769850738659,FALSE,FALSE,NA,4696
"576","01_ww_is_pos_blank-r001","mz418.802_rt1194_f576",576,1193.758,418.8020078,13668.0517578125,140546.73340009,1184.016,1200.617,418.80161348,418.80248242,"[M+H]+",417.794731797713,FALSE,FALSE,NA,48
"577","01_ww_is_pos_blank-r001","mz421.28_rt1194_f577",577,1193.758,421.27971891,21071.03125,247736.928456427,1184.016,1202.547,421.27921039,421.28019435,"[M+H]+",420.272442911099,FALSE,FALSE,NA,95
"578","01_ww_is_pos_blank-r001","mz429.247_rt1194_f578",578,1193.758,429.24719742,5402.302734375,55521.8256240069,1182.8,1203.505,429.24505225,429.25093827,"[M+H]+",428.239921421958,FALSE,FALSE,NA,69
"579","01_ww_is_pos_blank-r001","mz429.794_rt1194_f579",579,1193.758,429.79356345,10680.208984375,120044.495960169,1184.016,1202.547,429.79287577,429.79454968,"[M+H]+",428.786287445986,FALSE,FALSE,NA,38
"580","01_ww_is_pos_blank-r001","mz430.294_rt1194_f580",580,1193.758,430.29359101,5954.77783203125,47972.9150436542,1185.277,1199.518,430.29279099,430.29488051,"[M+H]+",429.286315014303,FALSE,FALSE,NA,32
"581","01_ww_is_pos_blank-r001","mz292.228_rt1195_f581",581,1194.635,292.22766756,66748.8515625,589057.695615639,1174.672,1212.609,292.22689905,292.22892929,"[M+H]+",291.220391555458,FALSE,FALSE,NA,167
